30pN,20pN,15pN,12pN,10pN,7.5pN,7pN,6.5pN,6pN,5.5pN,5pN
,,,,,,,,,6.06292,
,,,,,,,,,2.93322,
,,,,,,,,,5.18571,
,,,,,,,,,2.76456,
,,,,,,,,,2.31826,
,,,,,,,,,4.00007,
,,,,,,,,,2.40055,
,,,,,,,,,3.58287,
,,,,,,,,,3.58739,
,,,,,,,,,5.50694,
,,,,,,,,,5.22499,
,,,,,,,,,3.00424,
,,,,,,,,,5.08132,
,,,,,,,,,3.64521,
,,,,,,,,,1.39377,
,,,,,,,,,2.08877,
,,,,,,,,,4.2042,
,,,,,,,,,2.62267,
,,,,,,,,,0.311462,
,,,,,,,,,4.16281,
,,,,,,,,,3.11787,
,,,,,,,,,1.16462,
,,,,,,,,,5.93332,
,,,,,,,,,2.36667,
,,,,,,,,,3.30272,
,,,,,,,,,4.11126,
,,,,,,,,,1.19435,
,,,,,,,,,5.36605,
,,,,,,,,,3.28851,
,,,,,,,,,1.95731,
,,,,,,,,,0.430424,
,,,,,,,,,4.0167,
,,,,,,,,,3.18689,
,,,,,,,,,3.51998,
,,,,,,,,,-0.873416,
,,,,,,,,,0.306727,
,,,,,,,,,3.82999,
,,,,,,,,,3.92183,
,,,,,,,,,2.60733,
,,,,,,,,,2.46944,
,,,,,,,,,2.0329,
,,,,,,,,,3.65216,
,,,,,,,,,2.3492,
,,,,,,,,,3.03161,
,,,,,,,,,-1.25591,
,,,,,,,,,1.05618,
,,,,,,,,,2.85144,
,,,,,,,,,1.48363,
,,,,,,,,,3.29053,
,,,,,,,,,2.32855,
,,,,,,,,,4.26031,
,,,,,,,,,,
,,,,,,,,,4.67014,
,,,,,,,,,4.6218,
,,,,,,,,,3.19188,
,,,,,,,,,4.49936,
,,,,,,,,,3.71626,
,,,,,,,,,4.55781,
,,,,,,,,,0.991072,
,,,,,,,,,2.60856,
,,,,,,,,,3.3172,
,,,,,,,,,4.92184,
,,,,,,,,,3.09091,
,,,,,,,,,2.40199,
,,,,,,,,,-0.150252,
,,,,,,,,,3.83088,
,,,,,,,,,4.28343,
,,,,,,,,,2.72808,
,,,,,,,,,4.97825,
,,,,,,,,,-0.668254,
,,,,,,,,,4.93672,
,,,,,,,,,4.29606,
,,,,,,,,,3.6407,
,,,,,,,,,3.95307,
,,,,,,,,,3.85793,
,,,,,,,,,4.68033,
,,,,,,,,,1.36166,
,,,,,,,,,3.09533,
,,,,,,,,,3.60788,
,,,,,,,,,4.52294,
,,,,,,,,,3.37301,
,,,,,,,,,2.686,
,,,,,,,,,2.70593,
,,,,,,,,,5.49238,
,,,,,,,,,1.66843,
,,,,,,,,,5.30172,
,,,,,,,,,2.96565,
,,,,,,,,,0.897422,
,,,,,,,,,2.35435,
,,,,,,,,,5.10534,
,,,,,,,,,4.12718,
,,,,,,,,,3.8907,
,,,,,,,,,4.10067,
,,,,,,,,,3.91325,
,,,,,,,,,2.07205,
,,,,,,,,,-0.798481,
,,,,,,,,,2.67604,
,,,,,,,,,3.69361,
,,,,,,,,,3.77975,
,,,,,,,,,3.27473,
,,,,,,,,,4.37873,
,,,,,,,,,3.84833,
,,,,,,,,,4.71575,
,,,,,,,,,2.98906,
,,,,,,,,,2.7268,
,,,,,,,,,2.88828,
,,,,,,,,,0.206111,
,,,,,,,,,4.53942,
,,,,,,,,,2.26614,
,,,,,,,,,2.74386,
,,,,,,,,,3.53707,
,,,,,,,,,2.50522,
,,,,,,,,,2.95942,
,,,,,,,,,2.64264,
,,,,,,,,,3.01356,
,,,,,,,,,1.95288,
,,,,,,,,,1.66859,
,,,,,,,,,1.69268,
,,,,,,,,,2.8768,
,,,,,,,,,3.43297,
,,,,,,,,,1.77865,
,,,,,,,,,4.20476,
,,,,,,,,,-1.49235,
,,,,,,,,,0.652112,
,,,,,,,,,2.66843,
,,,,,,,,,4.12186,
,,,,,,,,,0.29311,
,,,,,,,,,3.80413,
,,,,,,,,,3.35453,
,,,,,,,,,2.46682,
,,,,,,,,,2.42515,
,,,,,,,,,3.11432,
,,,,,,,,,2.91499,
,,,,,,,,,2.80303,
,,,,,,,,,3.29485,
,,,,,,,,,2.79001,
,,,,,,,,,-0.851777,
,,,,,,,,,-0.344343,
,,,,,,,,,1.6555,
,,,,,,,,,1.523,
,,,,,,,,,-0.078579,
,,,,,,,,,2.62793,
,,,,,,,,,2.5931,
,,,,,,,,,0.029753,
,,,,,,,,,2.54974,
,,,,,,,,,2.33493,
,,,,,,,,,1.6846,
,,,,,,,,,1.91494,
,,,,,,,,,2.88532,
,,,,,,,,,2.12573,
,,,,,,,,,2.64141,
,,,,,,,,,1.67277,
,,,,,,,,,-0.944502,
,,,,,,,,,2.49258,
,,,,,,,,,3.79423,
,,,,,,,,,0.906216,
,,,,,,,,,3.74367,
,,,,,,,,,2.32379,
,,,,,,,,,-0.124763,
,,,,,,,,,2.28505,
,,,,,,,,,2.06538,
,,,,,,,,,1.43474,
,,,,,,,,,-0.384428,
,,,,,,,,,0.588486,
,,,,,,,,,0.895459,
,,,,,,,,,1.58736,
,,,,,,,,,2.94853,
,,,,,,,,,1.80591,
,,,,,,,,,1.22641,
,,,,,,,,,-0.0592003,
,,,,,,,,,3.37928,
,,,,,,,,,-0.463395,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,3.58112,
,,,,,,,,,3.39211,
,,,,,,,,,2.0354,
,,,,,,,,,-0.922545,
,,,,,,,,,1.43014,
,,,,,,,,,,
,,,,,,,,,3.07963,
,,,,,,,,,2.76705,
,,,,,,,,,2.06676,
,,,,,,,,,3.27688,
,,,,,,,,,1.25412,
,,,,,,,,,2.63941,
,,,,,,,,,2.83526,
,,,,,,,,,0.819604,
,,,,,,,,,1.39228,
,,,,,,,,,0.152326,
,,,,,,,,,1.8113,
,,,,,,,,,-0.102707,
,,,,,,,,,3.1008,
,,,,,,,,,2.11464,
,,,,,,,,,2.13055,
,,,,,,,,,-0.128471,
,,,,,,,,,0.573338,
,,,,,,,,,-1.65682,
,,,,,,,,,1.47472,
,,,,,,,,,0.935831,
,,,,,,,,,2.78981,
,,,,,,,,,1.29631,
,,,,,,,,,0.508569,
,,,,,,,,,2.44913,
,,,,,,,,,0.574026,
,,,,,,,,,1.35193,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,3.24917,
,,,,,,,,,-0.104721,
,,,,,,,,,1.94587,
,,,,,,,,,-0.717419,
,,,,,,,,,2.53078,
,,,,,,,,,2.09693,
,,,,,,,,,1.45934,
,,,,,,,,,2.04996,
,,,,,,,,,2.52095,
,,,,,,,,,,
,,,,,,,,,4.26599,
,,,,,,,,,3.45595,
,,,,,,,,,3.5217,
,,,,,,,,,,
,,,,,,,,,2.79799,
,,,,,,,,,5.12068,
,,,,,,,,,4.9991,
,,,,,,,,,4.92523,
,,,,,,,,,,
,,,,,,,,,2.5583,
,,,,,,,,,5.02227,
,,,,,,,,,4.4525,
,,,,,,,,,4.17048,
,,,,,,,,,2.64132,
,,,,,,,,,3.99631,
,,,,,,,,,3.74197,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,3.4216,
,,,,,,,,,2.56396,
,,,,,,,,,2.92671,
,,,,,,,,,2.60349,
,,,,,,,,,5.32403,
,,,,,,,,,3.30774,
,,,,,,,,,-0.551823,
,,,,,,,,,4.00866,
,,,,,,,,,4.26151,
,,,,,,,,,,
,,,,,,,,,0.0516622,
,,,,,,,,,3.80189,
,,,,,,,,,4.62207,
,,,,,,,,,4.82282,
,,,,,,,,,4.34179,
,,,,,,,,,5.57381,
,,,,,,,,,5.58861,
,,,,,,,,,5.73684,
,,,,,,,,,3.84075,
,,,,,,,,,3.28442,
,,,,,,,,,2.16387,
,,,,,,,,,4.72726,
,,,,,,,,,2.34277,
,,,,,,,,,5.09785,
,,,,,,,,,4.25283,
,,,,,,,,,3.40182,
,,,,,,,,,1.64642,
,,,,,,,,,4.09752,
,,,,,,,,,-1.44089,
,,,,,,,,,5.62106,
,,,,,,,,,4.20607,
,,,,,,,,,3.5555,
,,,,,,,,,2.7486,
,,,,,,,,,1.67448,
,,,,,,,,,3.66854,
,,,,,,,,,3.00183,
,,,,,,,,,4.31419,
,,,,,,,,,2.60855,
,,,,,,,,,3.21898,
,,,,,,,,,5.29565,
,,,,,,,,,4.39691,
,,,,,,,,,3.89067,
,,,,,,,,,4.76245,
,,,,,,,,,3.86786,
,,,,,,,,,2.95231,
,,,,,,,,,4.45941,
,,,,,,,,,4.88179,
,,,,,,,,,3.38018,
,,,,,,,,,1.68771,
,,,,,,,,,2.64493,
,,,,,,,,,3.72277,
,,,,,,,,,5.11254,
,,,,,,,,,6.17735,
,,,,,,,,,2.8996,
,,,,,,,,,1.50344,
,,,,,,,,,3.29466,
,,,,,,,,,3.50486,
,,,,,,,,,4.58609,
,,,,,,,,,1.24263,
,,,,,,,,,3.43891,
,,,,,,,,,3.18743,
,,,,,,,,,3.39341,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,2.07864,
,,,,,,,,,3.21035,
,,,,,,,,,2.54813,
,,,,,,,,,2.05369,
,,,,,,,,,2.68467,
,,,,,,,,,1.98978,
,,,,,,,,,3.32825,
,,,,,,,,,1.77594,
,,,,,,,,,3.39197,
,,,,,,,,,3.02188,
,,,,,,,,,3.85324,
,,,,,,,,,4.08031,
,,,,,,,,,3.19321,
,,,,,,,,,3.6497,
,,,,,,,,,3.58707,
,,,,,,,,,,
,,,,,,,,,1.24098,
,,,,,,,,,3.5202,
,,,,,,,,,4.68153,
,,,,,,,,,1.94092,
,,,,,,,,,5.22943,
,,,,,,,,,4.28205,
,,,,,,,,,5.268,
,,,,,,,,,4.41168,
,,,,,,,,,3.63023,
,,,,,,,,,5.13767,
,,,,,,,,,2.2924,
,,,,,,,,,5.75464,
,,,,,,,,,4.37051,
,,,,,,,,,4.17917,
,,,,,,,,,2.02496,
,,,,,,,,,3.66566,
,,,,,,,,,2.72598,
,,,,,,,,,2.18574,
,,,,,,,,,3.81889,
,,,,,,,,,4.70584,
,,,,,,,,,5.12382,
,,,,,,,,,3.61917,
,,,,,,,,,5.16038,
,,,,,,,,,2.76933,
,,,,,,,,,5.33408,
,,,,,,,,,4.30532,
,,,,,,,,,5.9286,
,,,,,,,,,5.66651,
,,,,,,,,,3.00886,
,,,,,,,,,4.3133,
,,,,,,,,,4.39351,
,,,,,,,,,-2.26918,
,,,,,,,,,0.079384,
,,,,,,,,,1.37917,
,,,,,,,,,0.932597,
,,,,,,,,,3.84364,
,,,,,,,,,2.4776,
,,,,,,,,,-0.20009,
,,,,,,,,,2.45654,
,,,,,,,,,-0.655042,
,,,,,,,,,-0.725375,
,,,,,,,,,6.21083,
,,,,,,,,,2.28599,
,,,,,,,,,5.25501,
,,,,,,,,,4.28772,
,,,,,,,,,3.65543,
,,,,,,,,,3.18804,
,,,,,,,,,6.24577,
,,,,,,,,,5.28417,
,,,,,,,,,3.88925,
,,,,,,,,,3.40554,
,,,,,,,,,2.92913,
,,,,,,,,,4.10617,
,,,,,,,,,3.10169,
,,,,,,,,,5.1352,
,,,,,,,,,2.77708,
,,,,,,,,,0.496019,
,,,,,,,,,4.73508,
,,,,,,,,,4.2683,
,,,,,,,,,2.5063,
,,,,,,,,,4.09644,
,,,,,,,,,4.1395,
,,,,,,,,,3.76781,
,,,,,,,,,4.61852,
,,,,,,,,,2.75673,
,,,,,,,,,4.85846,
,,,,,,,,,3.42716,
,,,,,,,,,4.00059,
,,,,,,,,,4.85022,
,,,,,,,,,4.51052,
,,,,,,,,,2.25086,
,,,,,,,,,3.75605,
,,,,,,,,,5.66913,
,,,,,,,,,5.08478,
,,,,,,,,,3.10065,
,,,,,,,,,2.82367,
,,,,,,,,,3.91652,
,,,,,,,,,2.74249,
,,,,,,,,,5.129,
,,,,,,,,,3.09631,
,,,,,,,,,2.49832,
,,,,,,,,,5.30098,
,,,,,,,,,4.16341,
,,,,,,,,,4.53242,
,,,,,,,,,4.21096,
,,,,,,,,,4.3519,
,,,,,,,,,4.94273,
,,,,,,,,,3.00379,
,,,,,,,,,3.30614,
,,,,,,,,,4.06917,
,,,,,,,,,3.3043,
,,,,,,,,,1.76577,
,,,,,,,,,2.63502,
,,,,,,,,,4.46743,
,,,,,,,,,4.7172,
,,,,,,,,,5.17999,
,,,,,,,,,1.57089,
,,,,,,,,,,
,,,,,,,,,2.56243,
,,,,,,,,,4.35346,
,,,,,,,,,5.39295,
,,,,,,,,,4.65028,
,,,,,,,,,1.01836,
,,,,,,,,,,
,,,,,,,,,2.93044,
,,,,,,,,,1.83658,
,,,,,,,,,4.12704,
,,,,,,,,,5.75195,
,,,,,,,,,3.97771,
,,,,,,,,,2.19273,
,,,,,,,,,,
,,,,,,,,,4.73998,
,,,,,,,,,5.67246,
,,,,,,,,,2.49397,
,,,,,,,,,3.56052,
,,,,,,,,,,
,,,,,,,,,1.70696,
,,,,,,,,,2.42847,
,,,,,,,,,3.31862,
,,,,,,,,,2.74672,
,,,,,,,,,1.18178,
,,,,,,,,,1.23248,
,,,,,,,,,2.60515,
,,,,,,,,,3.76271,
,,,,,,,,,0.705012,
,,,,,,,,,4.47021,
,,,,,,,,,3.45582,
,,,,,,,,,2.06423,
,,,,,,,,,0.963564,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,-1.03391,
,,,,,,,,,1.12676,
,,,,,,,,,2.13136,
,,,,,,,,,3.88266,
,,,,,,,,,,
,,,,,,,,,2.80512,
,,,,,,,,,2.13395,
,,,,,,,,,2.99982,
,,,,,,,,,2.20134,
,,,,,,,,,0.76202,
,,,,,,,,,-0.205242,
,,,,,,,,,0.926399,
,,,,,,,,,1.43931,
,,,,,,,,,1.14473,
,,,,,,,,,1.25778,
,,,,,,,,,1.80277,
,,,,,,,,,1.92562,
,,,,,,,,,0.375762,
,,,,,,,,,4.39201,
,,,,,,,,,1.62508,
,,,,,,,,,2.95411,
,,,,,,,,,3.05191,
,,,,,,,,,1.01449,
,,,,,,,,,2.10193,
,,,,,,,,,4.14042,
,,,,,,,,,3.74648,
,,,,,,,,,2.61514,
,,,,,,,,,3.2045,
,,,,,,,,,2.30002,
,,,,,,,,,4.17865,
,,,,,,,,,4.15695,
,,,,,,,,,1.57636,
,,,,,,,,,0.713714,
,,,,,,,,,2.25562,
,,,,,,,,,2.70874,
,,,,,,,,,2.13055,
,,,,,,,,,1.35158,
,,,,,,,,,2.74696,
,,,,,,,,,2.83719,
